,Product_code,Product_name,Rating,number of reveiws,Price,Images,Link,Reveiw Link
144,B09C8RD7BM,"ASUS VivoBook 14 Intel Core i3-10110U 10th Gen 14-inch FHD Compact and Light Laptop (4GB RAM/1TB HDD/Windows 10/Integrated Graphics/Slate Grey/1.60 kg), X409FA-EK617T  ",2.8 out of 5 stars,7,"₹34,490",https://m.media-amazon.com/images/I/71+cBm-j0TL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EK617T/dp/B09C8RD7BM/ref=sr_1_233?keywords=laptop&qid=1636205460&sr=8-233,https://www.amazon.in/ASUS-VivoBook-i3-10110U-Integrated-X409FA-EK617T/product-reviews/B09C8RD7BM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
145,B098F7RXYR,"ASUS VivoBook K15 OLED, Intel Core i5-1135G7 11th Gen, 15.6-inch (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Office 2019/Windows 10/Iris Xe Graphics/Black/1.8 Kg), K513EA-L512TS  ",3.9 out of 5 stars,35,"₹67,990",https://m.media-amazon.com/images/I/81-SDed0wzL._AC_UY218_.jpg,"quality,screen,backup,battery,display","17,15,12,12,9"
146,B09F3PKJ3K,"Dell 14 (2021) i5-11300H, 16GB, 512GB SSD, Integrated Graphics, Win 10 + MS Office, 14.0"" (35.56 cms) FHD Display, Backlit KB + FPR, Silver (Inspiron 5418, D560598WIN9S)  ",4.5 out of 5 stars,8,"₹68,990",https://m.media-amazon.com/images/I/51jCX2Sy0iL._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-11300H-Integrated-5418-D560598WIN9S/dp/B09F3PKJ3K/ref=sr_1_238?keywords=laptop&qid=1636205460&sr=8-238,https://www.amazon.in/Dell-i5-11300H-Integrated-5418-D560598WIN9S/product-reviews/B09F3PKJ3K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
147,B096VHX239,"ASUS TUF Gaming F15 (2021), 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-11400H 11th Gen, GeForce RTX 3060 6GB Graphics, Gaming Laptop(16GB/512GB SSDWindows 10/Gray/2.3 Kg), FX566HM-HN104T  ",3.9 out of 5 stars,9,"₹1,04,990",https://m.media-amazon.com/images/I/91aWfctUptL._AC_UY218_.jpg,https://www.amazon.in/ASUS-15-6-inch-GeForce-RTX-3060-SSDWindows-FX566HM-HN104T/dp/B096VHX239/ref=sr_1_239?keywords=laptop&qid=1636205460&sr=8-239,https://www.amazon.in/ASUS-15-6-inch-GeForce-RTX-3060-SSDWindows-FX566HM-HN104T/product-reviews/B096VHX239/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
148,B09GB5Q69L,"Lenovo ThinkBook 13s Intel 11th Gen Core i5 13.3""(33.78 cm) WQXGA IPS 300 nits 100% sRGB Dolby Vision Thin and Light Laptop (16GB/512GB SSD/Windows 10/MS Office/FPR/Mineral Grey/1.26 Kg), 20V9A05HIH  ",4.4 out of 5 stars,19,"₹70,990",https://m.media-amazon.com/images/I/61WfIWZQMWL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05HIH/dp/B09GB5Q69L/ref=sr_1_240?keywords=laptop&qid=1636205460&sr=8-240,https://www.amazon.in/Lenovo-ThinkBook-Windows-Mineral-20V9A05HIH/product-reviews/B09GB5Q69L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
149,B099ZHBLMD,"Acer Aspire 5 11th Gen 15.6"" (39.6cms) Full HD IPS Thin and Light Laptop (Intel Core i5-1135G7/8GB RAM/256GB SSD+1TB HDD/W10HS/Silver/MSO), A515-56  ",3.8 out of 5 stars,4,"₹54,990",https://m.media-amazon.com/images/I/71WbatK7HVL._AC_UY218_.jpg,https://www.amazon.in/Acer-Aspire-39-6cms-i5-1135G7-A515-56/dp/B099ZHBLMD/ref=sr_1_241?keywords=laptop&qid=1636205460&sr=8-241,https://www.amazon.in/Acer-Aspire-39-6cms-i5-1135G7-A515-56/product-reviews/B099ZHBLMD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
150,B08WHML7F1,"HP 15 11th Gen Intel Core i3 Processor 15.6 inches FHD Laptop with Alexa Built-in (8GB/512GB SSD/Windows 10/MS Office/Jet Black/1.69 Kg), 15s-fq2072TU  ",3.3 out of 5 stars,39,"₹45,999",https://m.media-amazon.com/images/I/61B9Y6Vk8OL._AC_UY218_.jpg,"screen,quality,laptops,media,features","3,3,2,2,2"
151,B093L9SYZP,"MSI GF75 Thin, Intel i5-10500H, 17.3"" (43.9 cm) FHD IPS-Level 144Hz Panel Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1650 4GB GDDR6/Black/2.2Kg), 10SCXR-655IN  ",4.2 out of 5 stars,56,"₹68,990",https://m.media-amazon.com/images/I/81DR+J7JxkL._AC_UY218_.jpg,"performance,gaming,price,battery,ram","11,8,8,8,7"
152,B095S8HPMY,"Dell Inspiron 7415 35.56 cm (14"")FHD Touch Display 2in1 Laptop (R5 5500U / 8GB / 512GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB + FPR + Active Pen /Pebble Metal Color) D560470WIN9P  ",4.2 out of 5 stars,98,"₹71,749",https://m.media-amazon.com/images/I/514FlU4YKBS._AC_UY218_.jpg,"screen,quality,touch,display,battery","25,18,12,11,10"
153,B08PV3L6WR,"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6"" (39.62cms) FHD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Fingerprint Reader/2 Year Warranty/Platinum Grey/1.85Kg), 81WE018TIN  ",4.3 out of 5 stars,189,"₹71,749",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,"battery,quality,performance,price,speed","12,7,6,6,6"
154,B0972R7ZK2,"Lenovo V15 AMD 39.62 cm (15.6-inch) FHD Thin and Light Laptop (AMD Athlon Gold 3150U/ 4GB RAM/ 1TB HDD/ Dos /Integrated AMD Radeon Graphics/ Iron Grey), 82C700JCIH  ",3.5 out of 5 stars,16,"₹29,990",https://m.media-amazon.com/images/I/411oQKL9dUS._AC_UY218_.jpg,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JCIH/dp/B0972R7ZK2/ref=sr_1_254?keywords=laptop&qid=1636205465&sr=8-254,https://www.amazon.in/Lenovo-15-6-inch-Integrated-Graphics-82C700JCIH/product-reviews/B0972R7ZK2/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
155,B08P7M9Y59,Lenovo IdeaPad D330 Intel Celeron N4000 10.1 inches HD IPS 2-in-1 Touchscreen Detachable Business Laptop (4GB/128GB eMMC/Windows 10/Active Pen Stylus/Front +Rear Camera/HD Audio/Mineral Grey/1.14Kg)  ,3.8 out of 5 stars,147,"₹31,400",https://m.media-amazon.com/images/I/61+ZQMKTj0L._AC_UY218_.jpg,"screen,keyboard,tablet,battery,kids","15,10,6,6,6"
156,B09CDGQ4GS,"ASUS Vivobook X509FA-BQ321T i3-10110U//8G/1T/TRANSPERANT SILVER/15.6"" FHD v_IPS/1Y International Warranty + McAfee//Finger Print/  ",5.0 out of 5 stars,1,"₹38,690",https://m.media-amazon.com/images/I/41+vkIxf6aL._AC_UY218_.jpg,https://www.amazon.in/ASUS-X509FA-BQ321T-i3-10110U-TRANSPERANT-International/dp/B09CDGQ4GS/ref=sr_1_256?keywords=laptop&qid=1636205465&sr=8-256,
157,B09GT8LPPH,"Lenovo Yoga 6 AMD Ryzen 7 5700U 13.3"" (33.782cm) FHD IPS 2-in-1 Convertible Touchscreen Laptop (16GB/1TB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/Abyss Blue/1.31Kg), 82ND004GIN  ",5.0 out of 5 stars,1,"₹93,900",https://m.media-amazon.com/images/I/61pgueNh74L._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Convertible-Touchscreen-Fingerprint-82ND004GIN/dp/B09GT8LPPH/ref=sr_1_257?keywords=laptop&qid=1636205465&sr=8-257,https://www.amazon.in/Lenovo-Convertible-Touchscreen-Fingerprint-82ND004GIN/product-reviews/B09GT8LPPH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
158,B098F4MWDG,"ASUS VivoBook Ultra 15 (2020), AMD Ryzen 7 4700U, 15.6-inch (39.62 cm) FHD, Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/Integrated Graphics/Black/1.8 Kg), M513IA-BQ712TS  ",4.0 out of 5 stars,17,"₹62,990",https://m.media-amazon.com/images/I/612rSZsXxyL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-M513IA-BQ712TS/dp/B098F4MWDG/ref=sr_1_259?keywords=laptop&qid=1636205465&sr=8-259,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-M513IA-BQ712TS/product-reviews/B098F4MWDG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
159,B08RXZCXH6,"Dell Vostro 3400 14"" (35.56 cms) FHD Anti Glare Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MS Office / Black/ 1.58Kg) D552154WIN9BE  ",3.3 out of 5 stars,159,"₹48,990",https://m.media-amazon.com/images/I/8147cwFm2PL._AC_UY218_.jpg,"time,week,performance,system,replacement","10,7,7,6,6"
160,B09F3Q93T1,"Dell 14 (2021) i5-1155G7 2in1 Touch Screen Laptop, 8GB, 512GB SSD, NVIDIA MX 350 2GB, Win 10 + MSO, 14.0"" (35.56 cms) FHD, Backlit KB, FPR + Active Pen, Platinum Silver (Inspiron 5410, D560595WIN9S)  ",3.7 out of 5 stars,3,"₹75,990",https://m.media-amazon.com/images/I/618nCW+Qk+S._AC_UY218_.jpg,https://www.amazon.in/Dell-i5-1155G7-Platinum-5410-D560595WIN9S/dp/B09F3Q93T1/ref=sr_1_261?keywords=laptop&qid=1636205468&sr=8-261,https://www.amazon.in/Dell-i5-1155G7-Platinum-5410-D560595WIN9S/product-reviews/B09F3Q93T1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
161,B0928TPR8H,"HP 14 Ryzen 5 5500U 14-inch(35.6 cm) FHD Laptop with Alexa Built-in(8GB/512GB SSD/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-fq1030AU  ",4.3 out of 5 stars,503,"₹53,500",https://m.media-amazon.com/images/I/712lajO8VaL._AC_UY218_.jpg,"battery,screen,quality,keyboard,performance","51,40,39,36,32"
162,B08CXSLPTZ,"Lenovo V14 RYZEN 3 14"" HD Laptop(4GB/1TB/DOS/1.85Kg, 82C6000KIH), Iron Grey  ",3.4 out of 5 stars,47,"₹30,990",https://m.media-amazon.com/images/I/51ZE3adhGVL._AC_UY218_.jpg,"year,quality,camera,task,system","4,3,2,2,2"
163,B091FH823X,"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/144 Hz/Win10/NVIDIA GTX 1650 4GB/Shadow Black), 15-dk1146TX  ",4.0 out of 5 stars,24,"₹66,490",https://m.media-amazon.com/images/I/71X15bNTv4L._AC_UY218_.jpg,"battery,performance,quality,speed,graphics","7,5,3,3,3"
164,B08P3LX5BQ,"Lenovo IdeaPad Slim 5 11th Gen Intel Core i5 15.6""(39.62cms) FHD IPS T&L Laptop (8GB/1TB HDD+256GB SSD/Windows10/Office 2019/Fingerprint Reader/Graphite Grey/Aluminium Surface/1.66Kg)82FG00BQIN  ",4.3 out of 5 stars,320,"₹69,900",https://m.media-amazon.com/images/I/61WNxdAeAoL._AC_UY218_.jpg,"price,battery,work,quality,weight","13,11,9,9,9"
165,B079JBV68W,"Dell Latitude E7470 Ultrabook, 14inch QHD Touchscreen (Intel Core i5-6300U, 8 GB DDR4, 256 GB SSD) Windows 10 Pro (Renewed)  ",3.9 out of 5 stars,22,"₹44,500",https://m.media-amazon.com/images/I/71uDB08nJHS._AC_UY218_.jpg,https://www.amazon.in/Dell-Latitude-Ultrabook-Touchscreen-i5-6300U/dp/B079JBV68W/ref=sr_1_275?keywords=laptop&qid=1636205468&sr=8-275,
166,B08JLR7LPQ,"Lenovo Legion 5 AMD Ryzen 5 4600H 15.6 inch (39.62 cms) Full HD IPS Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82B500MMIN  ",4.5 out of 5 stars,875,"₹63,990",https://m.media-amazon.com/images/I/61ItfhQmaFL._AC_UY218_.jpg,"battery,gaming,price,quality,performance","121,94,68,63,49"
167,B096W2249V,"ASUS VivoBook Ultra K15 (2021), 15.6-inch (39.62 cms) FHD AMD Ryzen 7 5700U, Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2019/Windows 10/Integrated Graphics/Silver/1.8 kg), KM513UA-BQ713TS  ",4.2 out of 5 stars,8,"₹72,990",https://m.media-amazon.com/images/I/81psDCLfwOL._AC_UY218_.jpg,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-KM513UA-BQ713TS/dp/B096W2249V/ref=sr_1_278?keywords=laptop&qid=1636205473&sr=8-278,https://www.amazon.in/ASUS-VivoBook-15-6-inch-Integrated-KM513UA-BQ713TS/product-reviews/B096W2249V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
168,B088CDKJ7V,"Acer Aspire 3 A315-23 39.62 cm (15.6-inch) Laptop (AMD Ryzen 5-3500U/8GB/512GB SSD/Window 10, Home, 64Bit/AMD Radeon Vega 8 Mobile Graphics), Silver  ",4.1 out of 5 stars,287,"₹44,990",https://m.media-amazon.com/images/I/610oaBCr+XL._AC_UY218_.jpg,"quality,battery,camera,price,sound","47,43,38,28,23"
169,B09839P9XB,"HP Pavilion 13(2021) 11th Gen Intel Core i7 Laptop, 16GB RAM, 1TB SSD, 13.3-inch(33.8 cm) FHD Screen, Win 10, MS Office, Ceramic White, 1.24 Kg (13-bb0078TU)  ",4.5 out of 5 stars,12,"₹91,300",https://m.media-amazon.com/images/I/71PwU27MbUL._AC_UY218_.jpg,https://www.amazon.in/HP-Pavilion-13-3-inch-Ceramic-13-bb0078TU/dp/B09839P9XB/ref=sr_1_280?keywords=laptop&qid=1636205473&sr=8-280,https://www.amazon.in/HP-Pavilion-13-3-inch-Ceramic-13-bb0078TU/product-reviews/B09839P9XB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
170,B097TY6PTN,"Lenovo Legion 5 10th Gen Intel Core i7-10750H 15.6"" (39.63cm) FHD IPS Gaming Laptop (16GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB/120Hz Refresh Display/Phantom Black/2.3Kg), 82AU00PNIN  ",4.0 out of 5 stars,24,"₹81,990",https://m.media-amazon.com/images/I/61p3lA4N3uL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-i7-10750H-39-63cm-Windows-82AU00PNIN/dp/B097TY6PTN/ref=sr_1_281?keywords=laptop&qid=1636205473&sr=8-281,https://www.amazon.in/Lenovo-i7-10750H-39-63cm-Windows-82AU00PNIN/product-reviews/B097TY6PTN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
171,B09DMYZW5Q,"Lenovo Legion 5 11th Gen Intel Core i7 15.6""(39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 4GB/120Hz Refresh Rate/Windows 10/MS Office/Backlit Keyboard/Phantom Blue/2.4Kg), 82JK007WIN  ",4.4 out of 5 stars,165,"₹1,04,990",https://m.media-amazon.com/images/I/61Er61SxBhL._AC_UY218_.jpg,"battery,hours,screen,backup,gaming","28,16,13,11,11"
172,B095SBXKLW,"Dell 15 (2021) i5-10200H Gaming Laptop, 16Gb RAM, 512Gb SSD, 15.6” (39.62 cms) FHD 120Hz 250 nits Display, NVIDIA GTX 1650 4GB Graphics, Win 10 + MSO, Ascent Solid Color (G15 5510, D560473WIN9B)  ",4.5 out of 5 stars,29,"₹75,388",https://m.media-amazon.com/images/I/61BE1LBx0kS._AC_UY218_.jpg,"battery,keyboard,port,gaming,time","6,6,6,5,5"
173,B08MB4PXCW,"Dell Inspiron 3501 139.62 cm (5.6-inch) FHD Laptop (10th Gen Core i3/8GB/1TB HDD/Windows 10 + MS Office 2019/Intel HD Graphics/1.83 kg), Silver  ",3.6 out of 5 stars,114,"₹44,100",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg,"screen,month,system,life,colour","3,3,3,3,3"
174,B09GB3T73N,"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10 Home/FPR/Black/Black/1.7 kg), 20TDS0DX00  ",4.0 out of 5 stars,69,"₹43,010",https://m.media-amazon.com/images/I/61gMKYj-PVL._AC_UY218_.jpg,"warranty,price,time,keyboard,laptops","6,5,4,4,3"
175,B08HJJKDSH,"Lenovo V15 R5 15.6 inches FHD Laptop (8GB/1TB HDD/Win 10/Iron Grey/1.85Kg), 82C7003PIH  ",3.5 out of 5 stars,248,"₹44,495",https://m.media-amazon.com/images/I/61U0JQ6HnHL._AC_UY218_.jpg,"battery,life,time,performance,price","24,12,10,9,9"
176,B08G5M5WTG,"Lenovo IdeaPad Slim 3 AMD 3020e 15.6 inches HD Thin & Light Business Laptop (4GB/1TB HDD/Windows 10/Radeon Graphics/Platinum Grey/1.85Kg), 81W100HHIN  ",3.4 out of 5 stars,64,"₹44,495",https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg,"price,month,processor,speed,worry","2,2,2,2,1"
177,B09FHRD42L,"Lenovo Legion 5 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB Nvidia GTX 1650 Graphics/Windows 10/120Hz Refresh Rate/Backlit Keyboard/Phantom Blue/2.4Kg), 82JW00CMIN  ",3.8 out of 5 stars,7,"₹73,490",https://m.media-amazon.com/images/I/61Er61SxBhL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-39-62cm-Graphics-Keyboard-82JW00CMIN/dp/B09FHRD42L/ref=sr_1_293?keywords=laptop&qid=1636205475&sr=8-293,https://www.amazon.in/Lenovo-39-62cm-Graphics-Keyboard-82JW00CMIN/product-reviews/B09FHRD42L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
178,B09GB2N7M7,"Lenovo ThinkBook 13s Intel 11th Gen Core i5 13.3""(33.78 cm) WQXGA IPS 300 nits 100% sRGB Dolby Vision Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office/FPR/Mineral Grey/1.26 Kg), 20V9A05EIH  ",4.3 out of 5 stars,424,"₹65,990",https://m.media-amazon.com/images/I/61WfIWZQMWL._AC_UY218_.jpg,"battery,office,display,quality,screen","45,39,34,33,33"
179,B09HMZHKQF,"( Renewed ) Dell Latitude 6520 Core i5 2nd Gen | 4Gb Ram | 320 Gb Hdd | 15.6"" True View Led Screen| Numeric Keypad | Wifi | Webcam & Mic | Windows 10 | Charger ( 6 Months Onsite Warranty )  ",2.0 out of 5 stars,1,"₹23,999",https://m.media-amazon.com/images/I/413qltn7ZUL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Dell-Latitude-6520-Warranty/dp/B09HMZHKQF/ref=sr_1_295?keywords=laptop&qid=1636205475&sr=8-295,https://www.amazon.in/Renewed-Dell-Latitude-6520-Warranty/product-reviews/B09HMZHKQF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
180,B09CD4FRNX,"ASUS TUF Dash F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-11300H 11th Gen, RTX 3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Windows 10/White/2 Kg), FX516PCZ-HN089T  ",2.9 out of 5 stars,9,"₹83,990",https://m.media-amazon.com/images/I/81mLxU0CcAL._AC_UY218_.jpg,https://www.amazon.in/ASUS-Dash-F15-15-6-inch-i5-11300H-FX516PCZ-HN089T/dp/B09CD4FRNX/ref=sr_1_296?keywords=laptop&qid=1636205475&sr=8-296,https://www.amazon.in/ASUS-Dash-F15-15-6-inch-i5-11300H-FX516PCZ-HN089T/product-reviews/B09CD4FRNX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
181,B09G39QZZW,"Lenovo ThinkBook 15 Intel 11th Gen Core i5 15.6"" (39.62 cm) FHD IPS 300 nits Antiglare 100% sRGB Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office/Mineral Grey/1.7 Kg), 20VEA0HGIH  ",4.0 out of 5 stars,18,"₹67,990",https://m.media-amazon.com/images/I/613KupQMpLL._AC_UY218_.jpg,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Windows-20VEA0HGIH/dp/B09G39QZZW/ref=sr_1_298?keywords=laptop&qid=1636205475&sr=8-298,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Windows-20VEA0HGIH/product-reviews/B09G39QZZW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
182,B08TX1NHB8,"(Renewed) Dell Intel Core i3 4005U 13.3-Inch (33.78 cms) HD (1366 X 768) Pixels Laptop (4 GB/256 GB SSD/Windows 10 Pro/Intel/Grey/1.75 Kg), 3340-i3-4-256  ",4.0 out of 5 stars,1,"₹25,080",https://m.media-amazon.com/images/I/51v9dYlc6EL._AC_UY218_.jpg,https://www.amazon.in/Renewed-Dell-13-3-Inch-Windows-3340-i3-4-256/dp/B08TX1NHB8/ref=sr_1_302?keywords=laptop&qid=1636205475&sr=8-302,
183,B09B3Z23L8,"(Renewed) HP Elitebook 745 G2 AMD A10 Pro 14.1 inches Laptop (8GB RAM 500GB HDD LED Screen R6 Graphics Windows 10 Pro/ HD 1366 X 768, 1.9 kg)  ",1.0 out of 5 stars,3,"₹25,999",https://m.media-amazon.com/images/I/31+PLPrt6RL._AC_UY218_.jpg,https://www.amazon.in/Renewed-HP-Elitebook-745-Graphics/dp/B09B3Z23L8/ref=sr_1_303?keywords=laptop&qid=1636205475&sr=8-303,https://www.amazon.in/Renewed-HP-Elitebook-745-Graphics/product-reviews/B09B3Z23L8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
184,B09BR7574Z,"MSI GF75 Thin, Intel i7-10750H, 17.3"" FHD IPS-Level 144Hz Panel Laptop (16GB/512GB NVMe SSD/Windows 10 Home/Nvidia RTX3050 Ti 4GB GDDR6/Black/2.2Kg), 10UD-086IN  ",3.5 out of 5 stars,6,"₹93,990",https://m.media-amazon.com/images/I/71mLm1C3RkL._AC_UY218_.jpg,https://www.amazon.in/MSI-GF75-Thin-i7-10750H-10UD-086IN/dp/B09BR7574Z/ref=sr_1_304?keywords=laptop&qid=1636205475&sr=8-304,https://www.amazon.in/MSI-GF75-Thin-i7-10750H-10UD-086IN/product-reviews/B09BR7574Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
185,B0979M4T4X,"Lenovo V15 (2021) Intel Core i3 10th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/ 256GB SSD/ Windows 10 Home/ Iron Grey/ 1.85 kg), 82C500XXIH  ",3.9 out of 5 stars,7,"₹39,819",https://m.media-amazon.com/images/I/71G2ma3U0rS._AC_UY218_.jpg,https://www.amazon.in/Lenovo-Intel-Laptop-Windows-82C500XXIH/dp/B0979M4T4X/ref=sr_1_306?keywords=laptop&qid=1636205475&sr=8-306,https://www.amazon.in/Lenovo-Intel-Laptop-Windows-82C500XXIH/product-reviews/B0979M4T4X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
186,B08XBZBFCQ,"HP Pavilion (2021) Intel 11th Gen Core i5, 16 GB RAM, 2GB NVIDIA Graphics, 512GB SSD, 15.6 inches FHD Screen, Windows 10, MS Office, Finger Print Reader, Alexa Built-in Laptop, 1.75kg (15-eg0103TX)  ",4.3 out of 5 stars,271,"₹39,819",https://m.media-amazon.com/images/I/51sbPFGXFqL._AC_UY218_.jpg,"battery,quality,performance,time,button","35,19,16,15,15"
187,B09H4V36YP,(Renewed) HP EliteBook 14 inch (35.56 cm) HD Laptop (AMD A8 Pro/8 GB RAM/500 GB HDD/Wifi/Bluetooth/Windows 10 Pro/MS Office/Webcam/AMD R5 Graphics/Thin & Light)  ,4.0 out of 5 stars,1,"₹26,999",https://m.media-amazon.com/images/I/71PLjkFIEKL._AC_UY218_.jpg,https://www.amazon.in/Renewed-HP-EliteBook-Bluetooth-Graphics/dp/B09H4V36YP/ref=sr_1_308?keywords=laptop&qid=1636205475&sr=8-308,https://www.amazon.in/Renewed-HP-EliteBook-Bluetooth-Graphics/product-reviews/B09H4V36YP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
188,B09F3S4QRZ,"Dell 14 (2021) Ryzen 5-3450U Laptop 8GB, 256GB SSD, Win 10 + MS Office, Vega Graphics, 14.0"" (35.56 cms) FHD Display/ Dune Color (Vostro 3405, D552180WIN9D)  ",3.1 out of 5 stars,2,"₹45,690",https://m.media-amazon.com/images/I/51CEknIIHcL._AC_UY218_.jpg,https://www.amazon.in/Dell-5-3450U-Graphics-3405-D552180WIN9D/dp/B09F3S4QRZ/ref=sr_1_310?keywords=laptop&qid=1636205478&sr=8-310,https://www.amazon.in/Dell-5-3450U-Graphics-3405-D552180WIN9D/product-reviews/B09F3S4QRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
